name,latitude_deg,longitude_deg,iso_country
Alice International Airport,27.7409,-98.026901,United States
Alamogordo White Sands Regional Airport,32.837818,-105.993149,United States
St Louis Regional Airport,38.89030075069999,-90.0459976196,United States
Waterloo Regional Airport,42.55709838867188,-92.40029907226562,United States
San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997,United States
Walla Walla Regional Airport,46.09489822,-118.288002,United States
Rick Husband Amarillo International Airport,35.219398,-101.706001,United States
Anniston Regional Airport,33.5882,-85.8581,United States
Anderson Regional Airport,34.4945983887,-82.70939636230001,United States
Altoona Blair County Airport,40.296398,-78.32,United States
Centennial Airport,39.57009888,-104.848999,United States
Naples Municipal Airport,26.1525993347,-81.7752990723,United States
Phillips Army Air Field,39.466202,-76.1688,United States
Alpena County Regional Airport,45.0780983,-83.56030273,United States
Acadiana Regional Airport,30.0378,-91.883904,United States
Watertown International Airport,43.991901,-76.021698,United States
Aspen-Pitkin County Airport (Sardy Field),39.223202,-106.869003,United States
Astoria Regional Airport,46.158000946,-123.878997803,United States
Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,United States
Appleton International Airport,44.258099,-88.519096,United States
Watertown Regional Airport,44.91400146,-97.15470123,United States
Augusta State Airport,44.3205986023,-69.7973022461,United States
Austin Bergstrom International Airport,30.197535,-97.662015,United States
Wausau Downtown Airport,44.9262008667,-89.6266021729,United States
Asheville Regional Airport,35.436199,-82.541801,United States
Wilkes Barre Scranton International Airport,41.3385009766,-75.72339630130001,United States
Arlington Municipal Airport,48.161448,-122.158442,United States
Chandler Field,45.866299,-95.394699,United States
Kalamazoo Battle Creek International Airport,42.234901428222656,-85.5521011352539,United States
Beale Air Force Base,39.136101,-121.436996,United States
Barksdale Air Force Base,32.501801,-93.662697,United States
Westfield-Barnes Regional Airport,42.157799,-72.715599,United States
Columbus Municipal Airport,39.262386,-85.895576,United States
New Braunfels Municipal Airport,29.7045,-98.042198,United States
Curtis Field,31.178931,-99.324732,United States
Branson Airport,36.532082,-93.200544,United States
Bryce Canyon Airport,37.706401825,-112.144996643,United States
Boca Raton Airport,26.3785,-80.107697,United States
Baudette International Airport,48.7284011841,-94.612197876,United States
Bradley International Airport,41.93851,-72.688066,United States
Igor I Sikorsky Memorial Airport,41.163502,-73.126198,United States
Laurence G Hanscom Field,42.470001,-71.289001,United States
Bradford Regional Airport,41.8031005859375,-78.64009857177734,United States
Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,United States
Boeing Field King County International Airport,47.529999,-122.302002,United States
Meadows Field,35.433601,-119.056999,United States
Mobile Downtown Airport,30.626800537100003,-88.06809997559999,United States
Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,United States
Bangor International Airport,44.8074,-68.828102,United States
Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,United States
Birmingham-Shuttlesworth International Airport,33.562901,-86.753502,United States
Biggs Army Air Field (Fort Bliss),31.84950066,-106.3799973,United States
Eastern Sierra Regional Airport,37.3731,-118.363998,United States
Billings Logan International Airport,45.807701,-108.542999,United States
Bismarck Municipal Airport,46.77270126342773,-100.74600219726562,United States
Keesler Air Force Base,30.4104003906,-88.92440032959999,United States
Rocky Mountain Metropolitan Airport,39.908798,-105.116997,United States
Bemidji Regional Airport,47.50939941,-94.93370056,United States
Baker City Municipal Airport,44.8372993469,-117.808998108,United States
Buckley Space Force Base,39.701698,-104.751999,United States
Burke Lakefront Airport,41.51750183105469,-81.68329620361328,United States
Raleigh County Memorial Airport,37.7873,-81.124199,United States
Mercer County Airport,37.295799,-81.207703,United States
Blythe Airport,33.6192016602,-114.717002869,United States
Bellingham International Airport,48.79280090332031,-122.53800201416016,United States
Scott AFB/Midamerica Airport,38.5452,-89.835197,United States
Monroe County Airport,39.14599990844727,-86.61669921875,United States
Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901,United States
Nashville International Airport,36.1245,-86.6782,United States
Burns Municipal Airport,43.590463,-118.955154,United States
Boise Air Terminal/Gowen Field,43.5644,-116.223,United States
Logan International Airport,42.36197,-71.0079,United States
Miley Memorial Field,42.58509827,-110.1110001,United States
Ozark Regional Airport,36.3689002991,-92.4704971313,United States
Jack Brooks Regional Airport,29.9508,-94.020699,United States
Brunswick Golden Isles Airport,31.258801,-81.466499,United States
Brainerd Lakes Regional Airport,46.402861,-94.129727,United States
Southeast Iowa Regional Airport,40.783199310302734,-91.12550354003906,United States
Brownsville South Padre Island International Airport,25.90679931640625,-97.4259033203125,United States
Battle Creek Executive Airport at Kellogg Field,42.307301,-85.251503,United States
Bert Mooney Airport,45.95479965209961,-112.49700164794922,United States
Baton Rouge Metropolitan Airport,30.533199,-91.149597,United States
Burlington International Airport,44.471901,-73.153297,United States
Buffalo Niagara International Airport,42.940498,-78.732201,United States
Hollywood Burbank Airport,34.197703,-118.356378,United States
Beaver County Airport,40.772499,-80.391403,United States
Beverly Regional Airport,42.584202,-70.916496,United States
Bowling Green Warren County Regional Airport,36.9645004272,-86.41970062259999,United States
Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,United States
Brunswick Executive Airport,43.89220047,-69.93859863,United States
Arkansas International Airport,35.9642982483,-89.94400024410001,United States
Burley Municipal Airport,42.5425987244,-113.772003174,United States
Bicycle Lake Army Air Field,35.2804985046,-116.629997253,United States
Bozeman Yellowstone International Airport,45.7775,-111.153,United States
Columbia Metropolitan Airport,33.938801,-81.119499,United States
Akron Canton Regional Airport,40.91609954833984,-81.44219970703125,United States
Caribou Municipal Airport,46.871498,-68.017899,United States
Columbus Air Force Base,33.643799,-88.443802,United States
Buchanan Field,37.9897,-122.056999,United States
Northeast Iowa Regional Airport,43.0726013184,-92.6108016968,United States
Cedar City Regional Airport,37.70100021362305,-113.0989990234375,United States
Chadron Municipal Airport,42.837601,-103.095001,United States
Childress Municipal Airport,34.4337997437,-100.288002014,United States
Jack Mc Namara Field Airport,41.778929,-124.236403,United States
Westover Metropolitan Airport / Westover Air Reserve Base,42.194,-72.534798,United States
Bob Sikes Airport,30.778799057,-86.522102356,United States
Cortez Municipal Airport,37.303001,-108.627998,United States
Cuyahoga County Airport,41.5651016235,-81.4863967896,United States
Cape Girardeau Regional Airport,37.2253,-89.570801,United States
Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,United States
Charlottesville Albemarle Airport,38.13859939575195,-78.4529037475586,United States
Charleston International Airport,32.898602,-80.040497,United States
The Eastern Iowa Airport,41.884701,-91.7108,United States
Chippewa County International Airport,46.247707,-84.471379,United States
North Central West Virginia Airport,39.2966,-80.228104,United States
Cleveland Hopkins International Airport,41.411701,-81.8498,United States
Easterwood Field,30.5886,-96.3638,United States
William R Fairchild International Airport,48.120201,-123.5,United States
Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,United States
Camarillo International Airport,34.213699,-119.094002,United States
John Glenn Columbus International Airport,39.998001,-82.891899,United States
University of Illinois Willard Airport,40.039819,-88.276249,United States
Houghton County Memorial Airport,47.168399810791016,-88.48909759521484,United States
Cavern City Air Terminal,32.337501525878906,-104.26300048828124,United States
Chanute Martin Johnson Airport,37.668173,-95.486727,United States
Canyonlands Regional Airport,38.755001,-109.754997,United States
Yellowstone Regional Airport,44.520199,-109.024002,United States
Coeur D'Alene Airport - Pappy Boyington Field,47.7743,-116.82,United States
Patrick Space Force Base,28.2349,-80.6101,United States
Concord Municipal Airport,43.20270157,-71.50229645,United States
City of Colorado Springs Municipal Airport,38.805801,-104.700996,United States
Columbia Regional Airport,38.8181,-92.219597,United States
Casper-Natrona County International Airport,42.908001,-106.463997,United States
Grand Strand Airport,33.8116989136,-78.72389984130001,United States
Jacksonville Executive at Craig Airport,30.3362998962,-81.51439666750001,United States
Corpus Christi International Airport,27.770399,-97.501198,United States
McClellan-Palomar Airport,33.1283,-117.279999,United States
Yeager Airport,38.3731,-81.593201,United States
Columbus Metropolitan Airport,32.516300201416016,-84.93890380859375,United States
Crossville Memorial Airport Whitson Field,35.95131,-85.08499,United States
Cut Bank International Airport,48.608657,-112.378183,United States
Jim Hamilton L.B. Owens Airport,33.970500946,-80.9952011108,United States
Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,United States
Clovis Municipal Airport,34.426594,-103.078794,United States
Corvallis Municipal Airport,44.49720001,-123.2900009,United States
Cannon Air Force Base,34.382801,-103.321999,United States
Central Wisconsin Airport,44.777448,-89.670238,United States
Conroe-North Houston Regional Airport,30.351801,-95.414497,United States
Cheyenne Regional Jerry Olson Field,41.155701,-104.811997,United States
Davison Army Air Field,38.715000152600005,-77.1809997559,United States
Daytona Beach International Airport,29.179899,-81.058098,United States
Barstow Daggett Airport,34.85369873,-116.7870026,United States
Dallas Love Field,32.847099,-96.851799,United States
Danville Regional Airport,36.572899,-79.336098,United States
James M Cox Dayton International Airport,39.902401,-84.219398,United States
Dubuque Regional Airport,42.402,-90.709503,United States
Ronald Reagan Washington National Airport,38.8521,-77.037697,United States
Dodge City Regional Airport,37.76340103149414,-99.9655990600586,United States
Decatur Airport,39.834598541259766,-88.8656997680664,United States
Denver International Airport,39.861698150635,-104.672996521,United States
Coleman A. Young Municipal Airport,42.40919876,-83.00990295,United States
Dallas Fort Worth International Airport,32.896801,-97.038002,United States
Dothan Regional Airport,31.3213005065918,-85.44960021972656,United States
Dalhart Municipal Airport,36.0225982666,-102.54699707,United States
Dickinson Theodore Roosevelt Regional Airport,46.797533,-102.801905,United States
Laughlin Air Force Base,29.359501,-100.778002,United States
Duluth International Airport,46.842098,-92.193604,United States
Columbia Gorge Regional Airport,45.620979,-121.170777,United States
Davis Monthan Air Force Base,32.1665000916,-110.883003235,United States
Deming Municipal Airport,32.262298584,-107.721000671,United States
Daniel Field,33.4664993286,-82.0393981934,United States
Dover Air Force Base,39.129501,-75.466003,United States
Dupage Airport,41.90779877,-88.24859619,United States
Desert Rock Airport,36.6194,-116.032997,United States
Beauregard Regional Airport,30.831699,-93.339897,United States
Durango La Plata County Airport,37.151501,-107.753998,United States
Del Rio International Airport,29.3742008209,-100.927001953,United States
Des Moines International Airport,41.534,-93.663101,United States
Destin Executive Airport,30.400101,-86.471497,United States
Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,United States
Durant Regional Airport - Eaker Field,33.939675,-96.395072,United States
Bisbee Douglas International Airport,31.4689998627,-109.603996277,United States
DuBois Regional Airport,41.17829895,-78.8986969,United States
Devils Lake Regional Airport,48.115454,-98.908796,United States
Danbury Municipal Airport,41.371656,-73.482227,United States
Dyess Air Force Base,32.420799,-99.854599,United States
Kearney Regional Airport,40.727001,-99.006798,United States
Pangborn Memorial Airport,47.398899,-120.207001,United States
Chippewa Valley Regional Airport,44.86579895019531,-91.48429870605467,United States
Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599,United States
Northwest Florida Beaches International Airport,30.357106,-85.795414,United States
Edwards Air Force Base,34.910781,-117.886391,United States
Needles Airport,34.7663002014,-114.623001099,United States
Dillant Hopkins Airport,42.898399,-72.270798,United States
Shelby County Airport,33.17699814,-86.78279877,United States
Ellington Airport,29.6072998047,-95.1587982178,United States
Eagle County Regional Airport,39.64260101,-106.9179993,United States
Duke Field,30.65040016,-86.52290344,United States
Murray Field,40.803398,-124.112999,United States
Elkins-Randolph County Regional Airport,38.889759,-79.857651,United States
Elko Regional Airport,40.82490158081055,-115.79199981689452,United States
South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301,United States
Elmira Corning Regional Airport,42.1599006652832,-76.8916015625,United States
Ely Municipal Airport,47.82450104,-91.83070374,United States
El Paso International Airport,31.807199,-106.377998,United States
Ely Airport Yelland Field,39.29970169,-114.8420029,United States
Vance Air Force Base,36.339199,-97.916496,United States
Wendover Airport,40.7187004089,-114.03099823,United States
Kenosha Regional Airport,42.59569931,-87.92780304,United States
Erie International Tom Ridge Field,42.083127,-80.173867,United States
Delta County Airport,45.723199,-87.088623,United States
Esler Army Airfield / Esler Regional Airport,31.394266,-92.294082,United States
Mahlon Sweet Field,44.12459945678711,-123.21199798583984,United States
Evansville Regional Airport,38.0369987488,-87.5324020386,United States
Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037,United States
New Bedford Regional Airport,41.67610168457031,-70.95690155029297,United States
Coastal Carolina Regional Airport,35.0730018616,-77.04290008539999,United States
Newark Liberty International Airport,40.692501,-74.168701,United States
Key West International Airport,24.556101,-81.759598,United States
Felker Army Air Field,37.1325,-76.608803,United States
Hector International Airport,46.92070007324219,-96.81580352783205,United States
Fresno Yosemite International Airport,36.776199,-119.718002,United States
Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,United States
Simmons Army Air Field,35.13180161,-78.93669891,United States
Butts AAF (Fort Carson) Air Field,38.67839813,-104.7570038,United States
Findlay Airport,41.0135002136,-83.66870117190001,United States
Wright-Patterson Air Force Base,39.826099,-84.048302,United States
Friday Harbor Airport,48.523654,-123.024645,United States
Sierra Vista Municipal Airport / Libby Army Air Field,31.587383,-110.348225,United States
Venango Regional Airport,41.3778991699,-79.8603973389,United States
Flagstaff Pulliam International Airport,35.1385,-111.670998,United States
Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,United States
Florence Regional Airport,34.18539810180664,-79.7238998413086,United States
Tipton Airport,39.08539962769999,-76.7593994141,United States
Four Corners Regional Airport,36.741199,-108.230003,United States
Page Field,26.58659935,-81.86329650879999,United States
Northern Colorado Regional Airport,40.44969,-105.011272,United States
Bishop International Airport,42.96540069580078,-83.74359893798828,United States
Fort Dodge Regional Airport,42.552624,-94.191237,United States
Topeka Regional Airport,38.950901,-95.663597,United States
St Lucie County International Airport,27.49510002,-80.36830139,United States
Republic Airport,40.7288017273,-73.4133987427,United States
Marshall Army Air Field,39.053021,-96.764202,United States
Sioux Falls Regional Airport / Joe Foss Field,43.585463,-96.741152,United States
Henry Post Army Air Field,34.649799,-98.402199,United States
Fort Smith Regional Airport,35.336601,-94.367401,United States
Fort Stockton Pecos County Airport,30.9157009125,-102.916000366,United States
Godman Army Air Field,37.9071006775,-85.9720993042,United States
Fort Worth Meacham International Airport,32.819801,-97.362396,United States
Fulton County Airport Brown Field,33.7790985107,-84.5214004517,United States
Fort Wayne International Airport,40.9785,-85.195099,United States
Fort Lauderdale Executive Airport,26.1972999573,-80.1707000732,United States
Drake Field,36.00510025024414,-94.17009735107422,United States
Jalal-Abad Airport,40.944401,72.977798,Kyrgyzstan
Northeast Wyoming Regional Airport,44.3489,-105.539001,United States
Garden City Regional Airport,37.9275016785,-100.723999023,United States
Grand Canyon National Park Airport,35.9524,-112.147003,United States
Dawson Community Airport,47.137658,-104.80691,United States
Spokane International Airport,47.6199,-117.533997,United States
Grand Forks International Airport,47.949299,-97.176102,United States
Floyd Bennett Memorial Airport,43.3412017822,-73.6102981567,United States
East Texas Regional Airport,32.38399887084961,-94.71150207519533,United States
Glasgow Valley County Airport Wokal Field,48.212502,-106.614998,United States
Grand Junction Regional Airport,39.126663,-108.529387,United States
Goodland Municipal Airport,39.370701,-101.699753,United States
Mid Delta Regional Airport,33.482899,-90.985603,United States
Scholes International At Galveston Airport,29.265301,-94.860397,United States
Greenville Downtown Airport,34.847903,-82.350217,United States
Gainesville Regional Airport,29.6900997162,-82.2717971802,United States
Groton New London Airport,41.330101,-72.045097,United States
Glacier Park International Airport,48.31050109863281,-114.25599670410156,United States
Gulfport Biloxi International Airport,30.407301,-89.070099,United States
Austin Straubel International Airport,44.483459,-88.130805,United States
Gray Army Air Field,47.07920074,-122.5810013,United States
Central Nebraska Regional Airport,40.96749877929688,-98.30960083007812,United States
Killeen Regional Airport / Robert Gray Army Airfield,31.0672,-97.828903,United States
Gerald R. Ford International Airport,42.88079834,-85.52279663,United States
Seymour Johnson Air Force Base,35.339401,-77.960602,United States
Piedmont Triad International Airport,36.097801,-79.937302,United States
Greenville Spartanburg International Airport,34.895699,-82.218903,United States
Wheeler Sack Army Air Field,44.05559921,-75.71949768,United States
Great Falls International Airport,47.48199844,-111.3710022,United States
Golden Triangle Regional Airport,33.450298,-88.5914,United States
Gunnison Crested Butte Regional Airport,38.534672,-106.934566,United States
Gallup Municipal Airport,35.511653,-108.788166,United States
Grissom Air Reserve Base,40.648102,-86.1521,United States
Guymon Municipal Airport,36.6851005554,-101.508003235,United States
Greenwood–Leflore Airport,33.495025,-90.088204,United States
North Texas Regional Airport Perrin Field,33.7141,-96.673698,United States
Gary Chicago International Airport,41.61629867553711,-87.41280364990234,United States
Techo International Airport,11.359987,104.921272,Cambodia
Hattiesburg Bobby L Chain Municipal Airport,31.26479912,-89.25279999,United States
Hobart Regional Airport,34.991317,-99.051313,United States
Yampa Valley Airport,40.481201,-107.218002,United States
Manassas Regional Airport/Harry P. Davis Field,38.721401,-77.515404,United States
Hartford Brainard Airport,41.736698150635,-72.649398803711,United States
Hagerstown Regional Richard A Henson Field,39.708771,-77.728014,United States
Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,United States
Range Regional Airport,47.384831,-92.836905,United States
Hill Air Force Base,41.12403,-111.973086,United States
Lake Havasu City International Airport,34.571098,-114.358002,United States
Portland Hillsboro Airport,45.540401,-122.949997,United States
Hickory Regional Airport,35.74110031,-81.38950348,United States
Wheeling Ohio County Airport,40.1749992371,-80.6463012695,United States
Helena Regional Airport,46.6068,-111.983002,United States
Holloman Air Force Base,32.852501,-106.107002,United States
Lea County Regional Airport,32.6875,-103.217003,United States
Huron Regional Airport,44.385201,-98.2285,United States
Campbell Army Airfield (Fort Campbell),36.674154,-87.48974,United States
Memorial Field Airport,34.4788,-93.096262,United States
William P Hobby Airport,29.645399,-95.2789,United States
Westchester County Airport,41.06700134277344,-73.70760345458984,United States
Bowerman Airport,46.9711990356,-123.93699646,United States
Valley International Airport,26.228500366210938,-97.65440368652344,United States
Boone County Airport,36.26150131225586,-93.15470123291016,United States
Hurlburt Field,30.427799,-86.689301,United States
Homestead ARB Airport,25.48859978,-80.38359833,United States
Huntsville International Carl T Jones Field,34.637199,-86.775101,United States
Tri-State Airport / Milton J. Ferguson Field,38.366699,-82.557999,United States
Redstone Army Air Field,34.67869949,-86.68479919,United States
"Terre Haute Regional Airport, Hulman Field",39.4515,-87.307602,United States
Houlton International Airport,46.1231002808,-67.792098999,United States
Hutchinson Municipal Airport,38.0654983521,-97.86060333250002,United States
Tweed New Haven Airport,41.26369858,-72.88680267,United States
Havre City County Airport,48.541387,-109.762859,United States
Hilton Head Airport,32.2244,-80.697502,United States
Cape Cod Gateway Airport,41.6693,-70.280403,United States
San Marcos Regional Airport,29.8927,-97.862999,United States
Sawyer County Airport,46.025199890100005,-91.44429779050002,United States
Hays Regional Airport,38.844521,-99.273148,United States
Northeast Ohio Regional Airport,41.778,-80.695503,United States
Central Kentucky Regional Airport,37.630798,-84.332298,United States
McConnell Air Force Base,37.621899,-97.268204,United States
Washington Dulles International Airport,38.9445,-77.455803,United States
Niagara Falls International Airport,43.1073,-78.946198,United States
George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,United States
Wichita Eisenhower National Airport,37.649899,-97.433098,United States
Idaho Falls Regional Airport,43.514599,-112.070999,United States
Laughlin Bullhead International Airport,35.157398,-114.559998,United States
Kingman Airport,35.259499,-113.938004,United States
Greater Kankakee Airport,41.07139968869999,-87.8462982178,United States
Wilmington Airport,39.678699,-75.606499,United States
Wilmington International Airport,34.270599365234375,-77.90260314941406,United States
Wilmington Airpark,39.427898407,-83.792098999,United States
Ford Airport,45.81911,-88.114557,United States
Indianapolis International Airport,39.7173,-86.294403,United States
Winkler County Airport,31.7796001434,-103.200996399,United States
Falls International Airport,48.566200256347656,-93.4030990600586,United States
Smith Reynolds Airport,36.13370132446289,-80.22200012207031,United States
Winslow Lindbergh Regional Airport,35.021900177,-110.722999573,United States
Imperial County Airport,32.83539,-115.574026,United States
Williamsport Regional Airport,41.242126,-76.92245,United States
Kirksville Regional Airport,40.09349822998047,-92.5448989868164,United States
Kissimmee Gateway Airport,28.2898006439,-81.4371032715,United States
Kinston Regional Jetport At Stallings Field,35.331401825,-77.60880279540001,United States
Long Island Mac Arthur Airport,40.79520035,-73.10019684,United States
Ithaca Tompkins Regional Airport,42.49100112915039,-76.4583969116211,United States
Mesa Gateway Airport,33.3078,-111.654999,United States
Jackson Hole Airport,43.6072998046875,-110.73799896240234,United States
Jackson-Medgar Wiley Evers International Airport,32.311199,-90.075897,United States
Jacksonville International Airport,30.492469,-81.687813,United States
Jonesboro Municipal Airport,35.83169937133789,-90.64640045166016,United States
Kimble County Airport,30.5112991333,-99.7634963989,United States
John F Kennedy International Airport,40.639447,-73.779317,United States
Chautauqua County-Jamestown Airport,42.15425,-79.254008,United States
Julian Carroll Airport,37.59389877319336,-83.31729888916016,United States
Joplin Regional Airport,37.151798,-94.498299,United States
Jamestown Regional Airport,46.92969894,-98.67819977,United States
Johnston Regional Airport,35.540901,-78.390297,United States
Concord-Padgett Regional Airport,35.387798,-80.709099,United States
John Murtha Johnstown Cambria County Airport,40.31610107421875,-78.83390045166016,United States
Mid-Way Regional Airport,32.4587,-96.912399,United States
Jackson County Airport/Reynolds Field,42.260509,-84.463019,United States
Southwest Washington Regional Airport,46.11800003049999,-122.898002625,United States
Bakersfield International Airport,35.324799,-118.996002,United States
Southeast Colorado Regional Airport,38.066407,-102.691373,United States
Purdue University Airport,40.412875,-86.939363,United States
Lakeland Linder International Airport,27.987656,-82.018776,United States
Capital City Airport,42.77870178222656,-84.58740234375,United States
Laramie Regional Airport,41.31209945678711,-105.6750030517578,United States
Harry Reid International Airport,36.083361,-115.151817,United States
Lawton Fort Sill Regional Airport,34.567699,-98.416603,United States
Los Angeles International Airport,33.942501,-118.407997,United States
Lubbock Preston Smith International Airport,33.663601,-101.822998,United States
Arnold Palmer Regional Airport,40.275902,-79.4048,United States
North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,United States
Liberal Mid-America Regional Airport,37.0442009,-100.9599991,United States
Lumberton Regional Airport,34.610773,-79.05943,United States
Texas Gulf Coast Regional Airport,29.108601,-95.462097,United States
Lake Charles Regional Airport,30.126100540161133,-93.22329711914062,United States
Rickenbacker International Airport,39.813801,-82.927803,United States
Lebanon Municipal Airport,43.6260986328,-72.30419921880001,United States
Leesburg International Airport,28.82309914,-81.80870056,United States
Blue Grass Airport,38.036499,-84.605904,United States
Langley Air Force Base,37.082901,-76.360497,United States
Angelina County Airport,31.2339992523,-94.75,United States
Lafayette Regional Airport,30.205299,-91.987602,United States
LaGuardia Airport,40.777199,-73.872597,United States
Long Beach Airport (Daugherty Field),33.816523,-118.149891,United States
Logan-Cache Airport,41.7911987305,-111.851997375,United States
Bill & Hillary Clinton National Airport/Adams Field,34.729582,-92.223728,United States
Monticello Municipal Ellis Field,33.638599,-91.750999,United States
Crater Lake-Klamath Regional Airport,42.156101,-121.733002,United States
Hunt Field,42.815201,-108.730003,United States
Lincoln Airport,40.85100173950195,-96.75920104980467,United States
Lancaster Airport,40.121700286865234,-76.29609680175781,United States
Derby Field,40.0663986206,-118.565002441,United States
Bowman Field,38.2280006409,-85.6636962891,United States
London-Corbin Airport/Magee Field,37.0821990967,-84.08489990230001,United States
Laredo International Airport,27.543800354003903,-99.46160125732422,United States
Little Rock Air Force Base,34.916900634799994,-92.14969635010002,United States
Las Cruces International Airport,32.289398,-106.921997,United States
La Crosse Regional Airport,43.879002,-91.256699,United States
Lawson Army Air Field,32.332546,-84.988003,United States
Nellis Air Force Base,36.2361984253,-115.033996582,United States
Altus Air Force Base,34.667099,-99.266701,United States
Luke Air Force Base,33.535,-112.383003,United States
Cincinnati Municipal Airport Lunken Field,39.102357,-84.418945,United States
Mission Field,45.6994018555,-110.447998047,United States
Las Vegas Municipal Airport,35.654202,-105.141998,United States
Greenbrier Valley Airport,37.857914,-80.400438,United States
Lawrence Municipal Airport,42.7172012329,-71.1233978271,United States
Lewiston Nez Perce County Airport,46.3745002746582,-117.01499938964844,United States
Lewistown Municipal Airport,47.048429,-109.466143,United States
Lynchburg Regional Airport - Preston Glenn Field,37.326698,-79.200401,United States
Midland International Air and Space Port,31.942499,-102.202003,United States
Mobridge Municipal Airport,45.54650116,-100.4079971,United States
MBS International Airport,43.531913,-84.082275,United States
McComb-Pike County Airport / John E Lewis Field,31.178499,-90.471901,United States
McClellan Airfield,38.667599,-121.401001,United States
Merced Regional Macready Field,37.284698,-120.514,United States
MacDill Air Force Base,27.8493,-82.521202,United States
Kansas City International Airport,39.2976,-94.713898,United States
McCook Ben Nelson Regional Airport,40.207787,-100.592794,United States
Middle Georgia Regional Airport,32.69279861450195,-83.64920043945312,United States
Orlando International Airport,28.429399490356445,-81.30899810791016,United States
Mason City Municipal Airport,43.159801,-93.329716,United States
Southern Illinois Airport,37.778099,-89.251999,United States
Harrisburg International Airport,40.193501,-76.763397,United States
Chicago Midway International Airport,41.785999,-87.752403,United States
Key Field / Meridian Regional Airport,32.3326,-88.7519,United States
Memphis International Airport,35.0424,-89.9767,United States
Castle Airport,37.38050079,-120.5680008,United States
Mansfield Lahm Regional Airport,40.82139968869999,-82.5166015625,United States
McAllen Miller International Airport,26.176141,-98.237965,United States
Rogue Valley International Medford Airport,42.37419891357422,-122.8730010986328,United States
Dobbins Air Reserve Base,33.915401,-84.516296,United States
Montgomery Regional (Dannelly Field) Airport,32.300598,-86.393997,United States
Morgantown Municipal Airport Walter L. (Bill) Hart Field,39.643305,-79.917598,United States
Manhattan Regional Airport,39.14099884033203,-96.6707992553711,United States
Sacramento Mather Airport,38.554744,-121.297989,United States
Manchester-Boston Regional Airport,42.932598,-71.435699,United States
Miami International Airport,25.79319953918457,-80.29060363769531,United States
Minot Air Force Base,48.4156,-101.358002,United States
Delaware County Johnson Field,40.242298,-85.395897,United States
Millville Municipal Airport,39.367802,-75.072197,United States
Charles B. Wheeler Downtown Airport,39.123199,-94.592796,United States
General Mitchell International Airport,42.947201,-87.896599,United States
Muskegon County Airport,43.169498,-86.238197,United States
McKellar-Sipes Regional Airport,35.599899,-88.915604,United States
Melbourne Orlando International Airport,28.1028,-80.645302,United States
Mc Alester Regional Airport,34.882401,-95.783501,United States
Quad City International Airport,41.448502,-90.5075,United States
Miles City Airport - Frank Wiley Field,46.427268,-105.885372,United States
Monroe Regional Airport,32.510899,-92.037697,United States
Mc Entire Joint National Guard Base,33.92079926,-80.80130005,United States
Morristown Municipal Airport,40.799062,-74.414949,United States
Mc Minnville Municipal Airport,45.19440079,-123.1360016,United States
Mobile Regional Airport,30.6912,-88.242798,United States
Modesto City Co-Harry Sham Field,37.625801,-120.954002,United States
Minot International Airport,48.2593994140625,-101.27999877929688,United States
Edward F Knapp State Airport,44.20349884,-72.56230164,United States
Smyrna Airport,36.0089988708,-86.5201034546,United States
Eastern WV Regional Airport/Shepherd Field,39.40190125,-77.98459625,United States
Monterey Peninsula Airport,36.58700180053711,-121.84300231933594,United States
Northwest Alabama Regional Airport,34.745123,-87.612981,United States
Dane County Regional Truax Field,43.1399,-89.337502,United States
Missoula International Airport,46.91630173,-114.0910034,United States
Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.880081,-93.221741,United States
Massena International Airport Richards Field,44.936157,-74.844304,United States
Louis Armstrong New Orleans International Airport,29.993401,-90.258003,United States
Selfridge Air National Guard Base Airport,42.613463,-82.836919,United States
The Florida Keys Marathon Airport,24.726101,-81.051399,United States
Montrose Regional Airport,38.5098,-107.893997,United States
Martin State Airport,39.325699,-76.413803,United States
Muir Army Air Field (Fort Indiantown Gap) Airport,40.435214,-76.568661,United States
Mountain Home Air Force Base,43.043598,-115.872002,United States
Veterans Airport of Southern Illinois,37.751208,-89.016568,United States
Grant County International Airport,47.20769882,-119.3199997,United States
Maxwell Air Force Base,32.3829,-86.365799,United States
McCall Municipal Airport,44.888837,-116.101112,United States
